Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2023-09-03,00:00,Cow_1,12,0,7,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_2,0,7,8,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_3,10,0,5,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_4,11,10,0,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_5,14,10,0,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_6,0,10,7,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_7,9,1,5,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_8,8,10,0,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_9,4,5,6,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_10,0,8,8,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_11,1,9,5,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_12,5,5,5,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_13,3,7,5,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_14,12,0,7,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_15,12,5,0,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_16,0,10,5,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_17,9,6,0,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_18,5,6,4,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_19,0,0,0,15,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_20,10,3,2,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_21,6,4,5,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_22,8,8,0,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_23,10,0,7,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_24,11,9,0,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_25,0,9,7,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_26,0,10,8,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_27,13,0,4,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_28,4,4,7,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_29,14,0,3,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_30,2,5,8,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_31,5,9,1,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_32,0,0,0,15,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_33,7,5,3,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_34,7,9,0,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_35,0,0,0,15,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_36,12,3,0,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_37,5,6,4,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_38,11,0,5,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_39,6,10,0,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_40,11,9,0,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_41,7,3,5,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_42,10,7,0,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_43,15,0,4,0,32.4,Cloudy,Field B
2023-09-03,00:00,Cow_44,8,5,2,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_45,6,5,4,0,32.4,Cloudy,Field C
2023-09-03,00:00,Cow_46,7,3,5,0,32.4,Cloudy,Field A
2023-09-03,00:00,Cow_47,10,1,4,0,32.4,Cloudy,Field B
