Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2023-01-30,00:00,Cow_1,9,0,8,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_2,10,8,0,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_3,6,5,4,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_4,14,0,8,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_5,0,10,6,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_6,6,10,0,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_7,0,0,0,15,33.5,Clear,Field B
2023-01-30,00:00,Cow_8,15,0,2,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_9,9,8,0,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_10,5,6,4,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_11,3,4,8,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_12,10,8,0,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_13,4,6,5,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_14,9,0,6,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_15,9,3,3,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_16,0,0,0,15,33.5,Clear,Field B
2023-01-30,00:00,Cow_17,1,8,6,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_18,11,1,3,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_19,5,3,7,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_20,11,5,0,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_21,0,8,7,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_22,11,0,6,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_23,4,5,6,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_24,1,12,2,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_25,3,8,4,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_26,9,11,0,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_27,12,3,0,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_28,5,7,3,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_29,5,7,3,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_30,8,8,0,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_31,0,12,6,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_32,6,6,3,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_33,9,0,8,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_34,5,7,3,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_35,14,5,0,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_36,14,0,5,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_37,10,8,0,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_38,9,3,3,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_39,6,4,5,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_40,0,0,0,15,33.5,Clear,Field B
2023-01-30,00:00,Cow_41,5,5,5,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_42,5,6,4,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_43,6,7,2,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_44,7,5,3,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_45,9,10,0,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_46,2,9,4,0,33.5,Clear,Field B
2023-01-30,00:00,Cow_47,0,9,6,0,33.5,Clear,Field A
2023-01-30,00:00,Cow_48,8,3,4,0,33.5,Clear,Field C
2023-01-30,00:00,Cow_49,8,3,4,0,33.5,Clear,Field A
2023-01-30,00:15,Cow_1,1,10,4,0,29.6,Clear,Field C
2023-01-30,00:15,Cow_2,0,0,0,15,29.6,Clear,Field C
2023-01-30,00:15,Cow_3,7,5,3,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_4,12,8,0,0,29.6,Clear,Field B
2023-01-30,00:15,Cow_5,11,4,0,0,29.6,Clear,Field B
2023-01-30,00:15,Cow_6,11,5,0,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_7,11,6,0,0,29.6,Clear,Field C
2023-01-30,00:15,Cow_8,7,2,6,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_9,14,4,0,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_10,1,8,6,0,29.6,Clear,Field C
2023-01-30,00:15,Cow_11,6,3,6,0,29.6,Clear,Field B
2023-01-30,00:15,Cow_12,0,10,5,0,29.6,Clear,Field B
2023-01-30,00:15,Cow_13,8,6,1,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_14,7,4,4,0,29.6,Clear,Field C
2023-01-30,00:15,Cow_15,7,5,3,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_16,5,8,2,0,29.6,Clear,Field C
2023-01-30,00:15,Cow_17,5,2,8,0,29.6,Clear,Field C
2023-01-30,00:15,Cow_18,14,8,0,0,29.6,Clear,Field C
2023-01-30,00:15,Cow_19,5,5,5,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_20,1,9,5,0,29.6,Clear,Field B
2023-01-30,00:15,Cow_21,0,10,8,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_22,6,2,7,0,29.6,Clear,Field B
2023-01-30,00:15,Cow_23,11,0,4,0,29.6,Clear,Field A
2023-01-30,00:15,Cow_24,9,3,3,0,29.6,Clear,Field B
2023-01-30,00:15,Cow_25,0,0,0,15,29.6,Clear,Field B
2023-01-30,00:15,Cow_26,15,11,0,0,29.6,Clear,Field A
