Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2024-09-05,00:00,Cow_1,0,8,7,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_2,14,7,0,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_3,5,8,2,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_4,3,9,3,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_5,9,1,5,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_6,7,3,5,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_7,7,0,8,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_8,5,5,5,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_9,11,7,0,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_10,6,6,3,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_11,10,6,0,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_12,8,3,4,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_13,12,12,0,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_14,3,8,4,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_15,4,7,4,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_16,9,2,4,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_17,6,5,4,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_18,6,10,0,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_19,5,3,7,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_20,3,7,5,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_21,14,0,5,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_22,9,0,6,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_23,8,3,4,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_24,12,0,3,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_25,0,0,0,15,35.0,Rainy,Field B
2024-09-05,00:00,Cow_26,6,3,6,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_27,4,7,4,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_28,6,7,2,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_29,11,6,0,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_30,5,4,6,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_31,10,0,10,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_32,10,5,0,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_33,4,6,5,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_34,9,8,0,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_35,0,6,9,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_36,11,1,3,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_37,7,5,3,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_38,7,10,0,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_39,14,9,0,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_40,5,8,2,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_41,10,7,0,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_42,5,6,4,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_43,0,9,8,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_44,10,0,8,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_45,0,10,6,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_46,9,0,8,0,35.0,Rainy,Field B
2024-09-05,00:00,Cow_47,11,6,0,0,35.0,Rainy,Field C
2024-09-05,00:00,Cow_48,3,7,5,0,35.0,Rainy,Field A
2024-09-05,00:00,Cow_49,4,8,3,0,35.0,Rainy,Field C
2024-09-05,00:15,Cow_1,2,10,3,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_2,1,9,5,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_3,6,5,4,0,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_4,10,5,0,0,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_5,7,2,6,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_6,10,4,1,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_7,13,0,4,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_8,11,0,4,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_9,0,0,0,15,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_10,0,0,0,15,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_11,12,0,6,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_12,14,0,4,0,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_13,12,3,0,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_14,0,9,6,0,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_15,3,4,8,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_16,5,8,2,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_17,15,5,0,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_18,5,9,1,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_19,6,3,6,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_20,14,0,7,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_21,13,3,0,0,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_22,5,7,3,0,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_23,12,12,0,0,23.4,Cloudy,Field C
2024-09-05,00:15,Cow_24,0,9,7,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_25,10,1,4,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_26,13,3,0,0,23.4,Cloudy,Field B
2024-09-05,00:15,Cow_27,9,0,6,0,23.4,Cloudy,Field A
2024-09-05,00:15,Cow_28,12,6,0,0,23.4,Cloudy,Field B
