Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-08-30,00:00,Cow_1,3,4,8,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_2,5,5,5,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_3,2,10,3,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_4,12,4,0,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_5,6,3,6,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_6,6,8,1,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_7,14,8,0,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_8,0,0,0,15,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_9,8,5,2,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_10,0,10,7,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_11,11,4,0,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_12,8,4,3,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_13,12,7,0,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_14,13,0,3,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_15,12,5,0,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_16,0,6,10,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_17,11,0,8,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_18,0,8,7,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_19,5,7,3,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_20,0,9,6,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_21,11,10,0,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_22,14,0,4,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_23,2,6,7,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_24,6,11,0,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_25,0,7,8,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_26,9,7,0,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_27,9,10,0,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_28,7,3,5,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_29,7,0,10,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_30,12,3,0,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_31,0,0,0,15,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_32,12,6,0,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_33,5,5,5,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_34,2,5,8,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_35,7,0,8,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_36,14,0,5,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_37,8,3,4,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_38,8,4,3,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_39,4,8,3,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_40,2,5,8,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_41,2,6,7,0,25.8,Cloudy,Field B
2022-08-30,00:00,Cow_42,12,0,8,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_43,10,10,0,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_44,2,7,6,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_45,13,5,0,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_46,7,8,0,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_47,8,10,0,0,25.8,Cloudy,Field C
2022-08-30,00:00,Cow_48,1,7,7,0,25.8,Cloudy,Field A
2022-08-30,00:00,Cow_49,1,9,5,0,25.8,Cloudy,Field B
2022-08-30,00:15,Cow_1,5,4,6,0,34.9,Sunny,Field C
2022-08-30,00:15,Cow_2,14,0,5,0,34.9,Sunny,Field C
2022-08-30,00:15,Cow_3,4,7,4,0,34.9,Sunny,Field B
2022-08-30,00:15,Cow_4,13,0,7,0,34.9,Sunny,Field A
2022-08-30,00:15,Cow_5,8,1,6,0,34.9,Sunny,Field C
2022-08-30,00:15,Cow_6,12,0,4,0,34.9,Sunny,Field A
2022-08-30,00:15,Cow_7,8,3,4,0,34.9,Sunny,Field A
2022-08-30,00:15,Cow_8,5,5,5,0,34.9,Sunny,Field A
2022-08-30,00:15,Cow_9,8,5,2,0,34.9,Sunny,Field A
2022-08-30,00:15,Cow_10,9,3,3,0,34.9,Sunny,Field B
2022-08-30,00:15,Cow_11,11,3,1,0,34.9,Sunny,Field A
2022-08-30,00:15,Cow_12,13,6,0,0,34.9,Sunny,Field C
2022-08-30,00:15,Cow_13,0,0,0,15,34.9,Sunny,Field C
2022-08-30,00:15,Cow_14,1,10,4,0,34.9,Sunny,Field A
2022-08-30,00:15,Cow_15,10,0,9,0,34.9,Sunny,Field B
2022-08-30,00:15,Cow_16,0,0,0,15,34.9,Sunny,Field C
