Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-02-22,00:00,Cow_1,9,2,4,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_2,5,5,5,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_3,0,0,0,15,23.7,Clear,Field B
2022-02-22,00:00,Cow_4,3,5,7,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_5,11,0,8,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_6,5,6,4,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_7,9,9,0,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_8,6,6,3,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_9,5,6,4,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_10,2,10,3,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_11,6,4,5,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_12,12,0,7,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_13,8,6,1,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_14,15,0,8,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_15,13,9,0,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_16,0,0,0,15,23.7,Clear,Field A
2022-02-22,00:00,Cow_17,0,0,0,15,23.7,Clear,Field C
2022-02-22,00:00,Cow_18,8,4,3,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_19,5,6,4,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_20,3,7,5,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_21,6,5,4,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_22,5,10,0,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_23,4,3,8,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_24,5,6,4,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_25,6,6,3,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_26,12,0,8,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_27,11,3,1,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_28,8,6,1,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_29,9,5,1,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_30,5,7,3,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_31,7,9,0,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_32,0,12,4,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_33,9,6,0,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_34,7,2,6,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_35,2,5,8,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_36,6,4,5,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_37,12,0,7,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_38,4,8,3,0,23.7,Clear,Field C
2022-02-22,00:00,Cow_39,12,0,8,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_40,12,0,6,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_41,12,0,5,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_42,13,5,0,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_43,10,1,4,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_44,8,1,6,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_45,12,3,0,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_46,2,5,8,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_47,12,0,3,0,23.7,Clear,Field A
2022-02-22,00:00,Cow_48,2,9,4,0,23.7,Clear,Field B
2022-02-22,00:00,Cow_49,7,4,4,0,23.7,Clear,Field C
2022-02-22,00:15,Cow_1,4,3,8,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_2,15,0,7,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_3,5,3,7,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_4,0,0,0,15,27.3,Rainy,Field C
2022-02-22,00:15,Cow_5,6,1,8,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_6,11,0,5,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_7,0,0,0,15,27.3,Rainy,Field C
2022-02-22,00:15,Cow_8,14,10,0,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_9,10,0,9,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_10,13,3,0,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_11,11,0,8,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_12,10,0,8,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_13,8,0,7,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_14,0,0,0,15,27.3,Rainy,Field B
2022-02-22,00:15,Cow_15,15,5,0,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_16,8,10,0,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_17,14,0,6,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_18,13,6,0,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_19,7,6,2,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_20,8,3,4,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_21,4,8,3,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_22,13,10,0,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_23,14,9,0,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_24,13,11,0,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_25,11,0,6,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_26,8,7,0,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_27,9,3,3,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_28,3,5,7,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_29,9,7,0,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_30,2,9,4,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_31,5,7,3,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_32,0,0,0,15,27.3,Rainy,Field C
2022-02-22,00:15,Cow_33,13,0,7,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_34,9,3,3,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_35,13,3,0,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_36,1,10,4,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_37,14,5,0,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_38,5,9,1,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_39,2,10,3,0,27.3,Rainy,Field A
2022-02-22,00:15,Cow_40,0,0,0,15,27.3,Rainy,Field A
2022-02-22,00:15,Cow_41,0,0,0,15,27.3,Rainy,Field C
2022-02-22,00:15,Cow_42,12,0,7,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_43,6,6,3,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_44,5,9,1,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_45,5,7,3,0,27.3,Rainy,Field B
2022-02-22,00:15,Cow_46,3,7,5,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_47,6,10,0,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_48,4,6,5,0,27.3,Rainy,Field C
2022-02-22,00:15,Cow_49,10,2,3,0,27.3,Rainy,Field A
2022-02-22,00:30,Cow_1,7,5,3,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_2,0,0,0,15,24.5,Clear,Field B
2022-02-22,00:30,Cow_3,0,0,0,15,24.5,Clear,Field A
2022-02-22,00:30,Cow_4,0,9,8,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_5,0,0,0,15,24.5,Clear,Field B
2022-02-22,00:30,Cow_6,5,4,6,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_7,4,6,5,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_8,14,0,6,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_9,3,10,2,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_10,10,9,0,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_11,14,5,0,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_12,0,8,8,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_13,15,3,0,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_14,12,10,0,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_15,0,11,8,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_16,7,1,7,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_17,4,8,3,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_18,8,9,0,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_19,5,6,4,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_20,0,10,8,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_21,0,8,8,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_22,2,10,3,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_23,14,8,0,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_24,4,7,4,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_25,14,7,0,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_26,0,0,0,15,24.5,Clear,Field C
2022-02-22,00:30,Cow_27,6,4,5,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_28,7,0,8,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_29,0,9,8,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_30,7,1,7,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_31,0,10,7,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_32,0,10,10,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_33,10,4,1,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_34,4,5,6,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_35,11,0,5,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_36,1,8,6,0,24.5,Clear,Field C
2022-02-22,00:30,Cow_37,7,3,5,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_38,0,8,8,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_39,0,10,10,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_40,8,4,3,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_41,10,2,3,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_42,0,0,0,15,24.5,Clear,Field A
2022-02-22,00:30,Cow_43,12,0,6,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_44,9,10,0,0,24.5,Clear,Field A
2022-02-22,00:30,Cow_45,0,0,0,15,24.5,Clear,Field B
2022-02-22,00:30,Cow_46,6,7,2,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_47,5,6,4,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_48,0,9,8,0,24.5,Clear,Field B
2022-02-22,00:30,Cow_49,9,1,5,0,24.5,Clear,Field B
2022-02-22,00:45,Cow_1,7,2,6,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_2,3,9,3,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_3,2,6,7,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_4,6,6,3,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_5,4,8,3,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_6,14,0,7,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_7,8,4,3,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_8,6,5,4,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_9,0,12,9,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_10,6,7,2,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_11,11,9,0,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_12,3,7,5,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_13,0,0,0,15,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_14,0,0,0,15,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_15,0,11,9,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_16,4,7,4,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_17,0,10,7,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_18,2,7,6,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_19,0,0,0,15,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_20,14,5,0,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_21,8,8,0,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_22,14,8,0,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_23,6,8,1,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_24,14,0,8,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_25,5,4,6,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_26,3,6,6,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_27,11,3,1,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_28,9,1,5,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_29,5,3,7,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_30,8,4,3,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_31,5,5,5,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_32,5,8,2,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_33,4,8,3,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_34,9,7,0,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_35,14,4,0,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_36,8,3,4,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_37,8,3,4,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_38,0,0,0,15,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_39,0,0,0,15,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_40,0,9,8,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_41,0,0,0,15,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_42,10,2,3,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_43,14,0,4,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_44,0,10,7,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_45,12,3,0,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_46,0,9,6,0,31.9,Cloudy,Field B
2022-02-22,00:45,Cow_47,13,7,0,0,31.9,Cloudy,Field C
2022-02-22,00:45,Cow_48,9,0,7,0,31.9,Cloudy,Field A
2022-02-22,00:45,Cow_49,14,4,0,0,31.9,Cloudy,Field A
2022-02-22,01:00,Cow_1,12,8,0,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_2,10,6,0,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_3,9,5,1,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_4,13,10,0,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_5,9,7,0,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_6,5,2,8,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_7,14,0,4,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_8,10,0,7,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_9,0,12,8,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_10,10,2,3,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_11,4,8,3,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_12,7,4,4,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_13,7,1,7,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_14,10,3,2,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_15,12,0,8,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_16,3,8,4,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_17,9,0,6,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_18,0,0,0,15,24.7,Clear,Field B
2022-02-22,01:00,Cow_19,6,8,1,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_20,11,7,0,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_21,9,6,0,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_22,4,3,8,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_23,10,0,6,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_24,9,4,2,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_25,11,0,7,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_26,14,0,4,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_27,6,5,4,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_28,10,0,8,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_29,2,7,6,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_30,8,7,0,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_31,2,5,8,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_32,15,0,10,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_33,0,8,8,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_34,8,2,5,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_35,6,6,3,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_36,14,0,4,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_37,5,4,6,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_38,7,6,2,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_39,6,0,10,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_40,0,10,8,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_41,3,9,3,0,24.7,Clear,Field B
2022-02-22,01:00,Cow_42,5,10,0,0,24.7,Clear,Field C
2022-02-22,01:00,Cow_43,6,6,3,0,24.7,Clear,Field A
2022-02-22,01:00,Cow_44,0,0,0,15,24.7,Clear,Field B
2022-02-22,01:00,Cow_45,10,0,5,0,24.7,Clear,Field A
