Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-08-11,00:00,Cow_1,7,6,2,0,35.0,Sunny,Field C
2022-08-11,00:00,Cow_2,7,4,4,0,35.0,Sunny,Field C
2022-08-11,00:00,Cow_3,7,6,2,0,35.0,Sunny,Field C
2022-08-11,00:00,Cow_4,5,9,1,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_5,11,10,0,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_6,9,4,2,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_7,14,0,3,0,35.0,Sunny,Field C
2022-08-11,00:00,Cow_8,4,7,4,0,35.0,Sunny,Field A
2022-08-11,00:00,Cow_9,7,8,0,0,35.0,Sunny,Field C
2022-08-11,00:00,Cow_10,0,12,9,0,35.0,Sunny,Field A
2022-08-11,00:00,Cow_11,0,0,0,15,35.0,Sunny,Field C
2022-08-11,00:00,Cow_12,6,0,9,0,35.0,Sunny,Field A
2022-08-11,00:00,Cow_13,6,4,5,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_14,7,5,3,0,35.0,Sunny,Field A
2022-08-11,00:00,Cow_15,5,4,6,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_16,8,5,2,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_17,10,0,8,0,35.0,Sunny,Field A
2022-08-11,00:00,Cow_18,0,9,6,0,35.0,Sunny,Field C
2022-08-11,00:00,Cow_19,6,3,6,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_20,0,0,0,15,35.0,Sunny,Field B
2022-08-11,00:00,Cow_21,5,7,3,0,35.0,Sunny,Field A
2022-08-11,00:00,Cow_22,5,3,7,0,35.0,Sunny,Field C
2022-08-11,00:00,Cow_23,9,10,0,0,35.0,Sunny,Field B
2022-08-11,00:00,Cow_24,6,5,4,0,35.0,Sunny,Field A
2022-08-11,00:00,Cow_25,11,1,3,0,35.0,Sunny,Field A
