Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2023-05-07,00:00,Cow_1,15,0,9,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_2,6,2,7,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_3,0,0,0,15,34.9,Clear,Field A
2023-05-07,00:00,Cow_4,5,7,3,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_5,5,6,4,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_6,11,8,0,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_7,12,6,0,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_8,4,6,5,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_9,4,7,4,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_10,8,0,7,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_11,6,7,2,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_12,14,0,8,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_13,5,3,7,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_14,3,4,8,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_15,0,0,0,15,34.9,Clear,Field A
2023-05-07,00:00,Cow_16,6,4,5,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_17,14,0,3,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_18,9,3,3,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_19,0,0,0,15,34.9,Clear,Field B
2023-05-07,00:00,Cow_20,6,6,3,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_21,5,7,3,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_22,8,4,3,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_23,9,4,2,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_24,11,9,0,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_25,0,0,0,15,34.9,Clear,Field C
2023-05-07,00:00,Cow_26,8,8,0,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_27,8,5,2,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_28,13,0,5,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_29,5,8,2,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_30,8,3,4,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_31,1,8,6,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_32,8,4,3,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_33,4,3,8,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_34,4,5,6,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_35,6,1,8,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_36,0,7,9,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_37,7,3,5,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_38,10,0,5,0,34.9,Clear,Field A
2023-05-07,00:00,Cow_39,7,4,4,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_40,14,10,0,0,34.9,Clear,Field B
2023-05-07,00:00,Cow_41,8,0,8,0,34.9,Clear,Field C
2023-05-07,00:00,Cow_42,7,3,5,0,34.9,Clear,Field C
