Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2024-01-05,00:00,Cow_1,12,4,0,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_2,11,4,0,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_3,3,8,4,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_4,6,4,5,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_5,10,8,0,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_6,6,4,5,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_7,12,0,4,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_8,13,0,4,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_9,9,1,5,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_10,0,0,0,15,27.6,Clear,Field B
2024-01-05,00:00,Cow_11,11,4,0,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_12,7,5,3,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_13,7,6,2,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_14,6,2,7,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_15,10,0,7,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_16,6,3,6,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_17,0,8,8,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_18,10,0,8,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_19,14,6,0,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_20,3,9,3,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_21,14,7,0,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_22,7,0,10,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_23,0,0,0,15,27.6,Clear,Field A
2024-01-05,00:00,Cow_24,1,10,4,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_25,10,6,0,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_26,13,8,0,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_27,5,8,2,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_28,0,9,6,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_29,15,5,0,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_30,14,0,5,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_31,12,7,0,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_32,2,8,5,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_33,9,4,2,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_34,7,6,2,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_35,9,0,6,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_36,11,0,7,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_37,8,0,8,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_38,12,0,6,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_39,12,0,8,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_40,10,2,3,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_41,10,0,5,0,27.6,Clear,Field A
2024-01-05,00:00,Cow_42,3,6,6,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_43,0,0,0,15,27.6,Clear,Field B
2024-01-05,00:00,Cow_44,11,3,1,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_45,12,11,0,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_46,8,3,4,0,27.6,Clear,Field B
2024-01-05,00:00,Cow_47,11,9,0,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_48,7,1,7,0,27.6,Clear,Field C
2024-01-05,00:00,Cow_49,6,4,5,0,27.6,Clear,Field A
2024-01-05,00:15,Cow_1,6,5,4,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_2,9,3,3,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_3,3,9,3,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_4,8,4,3,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_5,0,8,8,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_6,2,10,3,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_7,14,0,4,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_8,14,0,4,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_9,10,9,0,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_10,13,0,6,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_11,3,5,7,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_12,14,0,3,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_13,14,8,0,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_14,11,8,0,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_15,0,10,5,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_16,7,5,3,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_17,0,0,0,15,33.7,Clear,Field B
2024-01-05,00:15,Cow_18,0,0,0,15,33.7,Clear,Field C
2024-01-05,00:15,Cow_19,3,8,4,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_20,9,2,4,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_21,13,9,0,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_22,8,4,3,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_23,13,0,3,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_24,5,9,1,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_25,13,7,0,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_26,15,0,5,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_27,10,7,0,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_28,9,0,6,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_29,0,6,9,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_30,0,11,9,0,33.7,Clear,Field C
2024-01-05,00:15,Cow_31,9,4,2,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_32,0,0,0,15,33.7,Clear,Field B
2024-01-05,00:15,Cow_33,7,2,6,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_34,6,3,6,0,33.7,Clear,Field B
2024-01-05,00:15,Cow_35,0,7,8,0,33.7,Clear,Field A
2024-01-05,00:15,Cow_36,13,0,5,0,33.7,Clear,Field A
