Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2024-06-29,00:00,Cow_1,9,3,3,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_2,3,6,6,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_3,0,9,7,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_4,1,7,7,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_5,2,8,5,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_6,6,8,1,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_7,0,0,0,15,37.0,Rainy,Field A
2024-06-29,00:00,Cow_8,7,10,0,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_9,7,3,5,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_10,0,8,7,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_11,9,5,1,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_12,7,2,6,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_13,9,7,0,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_14,7,5,3,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_15,1,9,5,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_16,5,3,7,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_17,1,8,6,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_18,6,6,3,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_19,7,3,5,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_20,8,4,3,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_21,14,0,3,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_22,12,0,4,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_23,6,6,3,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_24,11,0,6,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_25,5,6,4,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_26,2,7,6,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_27,7,3,5,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_28,12,0,4,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_29,9,6,0,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_30,0,0,0,15,37.0,Rainy,Field A
2024-06-29,00:00,Cow_31,7,5,3,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_32,7,4,4,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_33,4,6,5,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_34,8,11,0,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_35,5,7,3,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_36,8,3,4,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_37,8,4,3,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_38,3,7,5,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_39,11,0,6,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_40,5,7,3,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_41,0,12,9,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_42,7,9,0,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_43,6,5,4,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_44,6,6,3,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_45,7,4,4,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_46,5,5,5,0,37.0,Rainy,Field C
2024-06-29,00:00,Cow_47,14,3,0,0,37.0,Rainy,Field B
2024-06-29,00:00,Cow_48,9,5,1,0,37.0,Rainy,Field A
2024-06-29,00:00,Cow_49,10,1,4,0,37.0,Rainy,Field C
2024-06-29,00:15,Cow_1,14,3,0,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_2,12,0,4,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_3,13,0,2,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_4,5,4,6,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_5,7,4,4,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_6,11,6,0,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_7,8,3,4,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_8,1,6,8,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_9,13,10,0,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_10,11,3,1,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_11,6,3,6,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_12,1,7,7,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_13,7,3,5,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_14,10,10,0,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_15,8,4,3,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_16,9,10,0,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_17,6,8,1,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_18,0,9,8,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_19,8,0,7,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_20,6,3,6,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_21,0,0,0,15,27.7,Sunny,Field A
2024-06-29,00:15,Cow_22,5,4,6,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_23,1,7,7,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_24,0,9,6,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_25,8,4,3,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_26,6,9,0,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_27,10,0,7,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_28,4,4,7,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_29,10,0,6,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_30,5,7,3,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_31,12,0,6,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_32,12,0,4,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_33,5,5,5,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_34,1,11,3,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_35,8,7,0,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_36,8,10,0,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_37,0,0,0,15,27.7,Sunny,Field B
2024-06-29,00:15,Cow_38,6,10,0,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_39,9,3,3,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_40,9,9,0,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_41,11,7,0,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_42,10,7,0,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_43,5,4,6,0,27.7,Sunny,Field A
2024-06-29,00:15,Cow_44,1,10,4,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_45,10,9,0,0,27.7,Sunny,Field C
2024-06-29,00:15,Cow_46,0,0,0,15,27.7,Sunny,Field C
2024-06-29,00:15,Cow_47,7,3,5,0,27.7,Sunny,Field B
2024-06-29,00:15,Cow_48,0,0,0,15,27.7,Sunny,Field B
2024-06-29,00:15,Cow_49,9,9,0,0,27.7,Sunny,Field C
2024-06-29,00:30,Cow_1,13,11,0,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_2,13,0,8,0,33.6,Sunny,Field B
2024-06-29,00:30,Cow_3,5,3,7,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_4,0,0,0,15,33.6,Sunny,Field A
2024-06-29,00:30,Cow_5,14,0,7,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_6,1,9,5,0,33.6,Sunny,Field B
2024-06-29,00:30,Cow_7,0,0,0,15,33.6,Sunny,Field B
2024-06-29,00:30,Cow_8,11,8,0,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_9,13,5,0,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_10,13,5,0,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_11,10,0,5,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_12,8,4,3,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_13,0,0,0,15,33.6,Sunny,Field C
2024-06-29,00:30,Cow_14,0,0,0,15,33.6,Sunny,Field C
2024-06-29,00:30,Cow_15,0,10,5,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_16,5,6,4,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_17,9,0,8,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_18,11,7,0,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_19,4,6,5,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_20,11,3,1,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_21,3,5,7,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_22,4,4,7,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_23,11,5,0,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_24,2,7,6,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_25,0,0,0,15,33.6,Sunny,Field C
2024-06-29,00:30,Cow_26,6,4,5,0,33.6,Sunny,Field B
2024-06-29,00:30,Cow_27,0,7,10,0,33.6,Sunny,Field B
2024-06-29,00:30,Cow_28,14,0,7,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_29,11,4,0,0,33.6,Sunny,Field B
2024-06-29,00:30,Cow_30,4,8,3,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_31,11,5,0,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_32,7,6,2,0,33.6,Sunny,Field B
2024-06-29,00:30,Cow_33,0,0,0,15,33.6,Sunny,Field B
2024-06-29,00:30,Cow_34,0,10,5,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_35,6,12,0,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_36,1,8,6,0,33.6,Sunny,Field B
2024-06-29,00:30,Cow_37,5,6,4,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_38,1,8,6,0,33.6,Sunny,Field C
2024-06-29,00:30,Cow_39,6,1,8,0,33.6,Sunny,Field A
2024-06-29,00:30,Cow_40,7,5,3,0,33.6,Sunny,Field C
