Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-01-09,00:00,Cow_1,5,6,4,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_2,15,7,0,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_3,11,12,0,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_4,11,3,1,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_5,2,6,7,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_6,11,0,6,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_7,6,5,4,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_8,14,0,7,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_9,0,8,10,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_10,6,6,3,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_11,5,6,4,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_12,6,9,0,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_13,0,10,6,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_14,0,8,7,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_15,12,6,0,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_16,14,0,4,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_17,7,8,0,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_18,12,8,0,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_19,8,6,1,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_20,10,0,8,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_21,11,9,0,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_22,6,5,4,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_23,5,6,4,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_24,2,5,8,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_25,12,0,8,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_26,6,4,5,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_27,12,0,7,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_28,8,7,0,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_29,15,0,2,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_30,6,6,3,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_31,5,11,0,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_32,3,4,8,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_33,10,2,3,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_34,14,0,6,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_35,2,8,5,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_36,4,7,4,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_37,14,0,8,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_38,8,4,3,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_39,12,6,0,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_40,14,10,0,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_41,3,4,8,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_42,5,9,1,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_43,0,0,0,15,25.9,Clear,Field A
2022-01-09,00:00,Cow_44,8,3,4,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_45,12,0,6,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_46,6,3,6,0,25.9,Clear,Field C
2022-01-09,00:00,Cow_47,5,4,6,0,25.9,Clear,Field A
2022-01-09,00:00,Cow_48,15,0,3,0,25.9,Clear,Field B
2022-01-09,00:00,Cow_49,8,10,0,0,25.9,Clear,Field A
2022-01-09,00:15,Cow_1,10,5,0,0,29.0,Clear,Field A
2022-01-09,00:15,Cow_2,11,0,4,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_3,7,3,5,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_4,6,3,6,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_5,7,5,3,0,29.0,Clear,Field A
2022-01-09,00:15,Cow_6,5,3,7,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_7,7,3,5,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_8,6,4,5,0,29.0,Clear,Field A
2022-01-09,00:15,Cow_9,7,5,3,0,29.0,Clear,Field A
2022-01-09,00:15,Cow_10,0,0,0,15,29.0,Clear,Field C
2022-01-09,00:15,Cow_11,10,0,7,0,29.0,Clear,Field B
2022-01-09,00:15,Cow_12,6,4,5,0,29.0,Clear,Field A
2022-01-09,00:15,Cow_13,4,6,5,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_14,10,5,0,0,29.0,Clear,Field B
2022-01-09,00:15,Cow_15,1,10,4,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_16,5,6,4,0,29.0,Clear,Field B
2022-01-09,00:15,Cow_17,0,10,6,0,29.0,Clear,Field C
2022-01-09,00:15,Cow_18,0,9,8,0,29.0,Clear,Field A
