Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-08-01,00:00,Cow_1,4,4,7,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_2,9,2,4,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_3,13,4,0,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_4,7,5,3,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_5,14,0,7,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_6,2,5,8,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_7,5,1,9,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_8,1,4,10,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_9,12,3,0,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_10,4,6,5,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_11,13,0,9,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_12,12,0,3,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_13,10,5,0,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_14,8,3,4,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_15,14,5,0,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_16,10,0,7,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_17,0,0,0,15,29.3,Clear,Field C
2022-08-01,00:00,Cow_18,4,3,8,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_19,0,10,7,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_20,10,8,0,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_21,0,9,7,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_22,8,0,8,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_23,5,6,4,0,29.3,Clear,Field C
2022-08-01,00:00,Cow_24,7,5,3,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_25,3,5,7,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_26,3,7,5,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_27,9,2,4,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_28,1,8,6,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_29,5,12,0,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_30,12,0,3,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_31,14,5,0,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_32,8,8,0,0,29.3,Clear,Field A
2022-08-01,00:00,Cow_33,6,5,4,0,29.3,Clear,Field B
2022-08-01,00:00,Cow_34,10,7,0,0,29.3,Clear,Field A
