Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-12-02,00:00,Cow_1,13,9,0,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_2,3,5,7,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_3,9,0,6,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_4,8,3,4,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_5,12,0,7,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_6,8,7,0,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_7,2,10,3,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_8,0,10,7,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_9,1,9,5,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_10,14,10,0,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_11,9,9,0,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_12,9,3,3,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_13,14,0,7,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_14,0,10,7,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_15,0,10,9,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_16,8,3,4,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_17,14,8,0,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_18,0,10,8,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_19,0,10,5,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_20,12,10,0,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_21,0,0,0,15,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_22,4,8,3,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_23,14,6,0,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_24,9,3,3,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_25,14,0,3,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_26,6,5,4,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_27,5,6,4,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_28,14,6,0,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_29,8,10,0,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_30,11,0,6,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_31,6,6,3,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_32,15,7,0,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_33,1,7,7,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_34,11,0,4,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_35,0,10,10,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_36,10,6,0,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_37,11,0,5,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_38,3,6,6,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_39,5,3,7,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_40,9,9,0,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_41,7,2,6,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_42,12,0,7,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_43,13,0,7,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_44,0,0,0,15,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_45,14,10,0,0,32.2,Cloudy,Field C
2022-12-02,00:00,Cow_46,0,0,0,15,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_47,7,3,5,0,32.2,Cloudy,Field B
2022-12-02,00:00,Cow_48,5,2,8,0,32.2,Cloudy,Field A
2022-12-02,00:00,Cow_49,6,0,10,0,32.2,Cloudy,Field C
